DAY,L,W,H,VOL_A,VOL_B,VOL_C,animal,ID
0,8.68,7.0,7.08,225.127952,391.6175376762975,212.66,344,12
1,8.79,8.46,7.49,291.48717653999995,530.2422649067627,314.55718200000007,344,12
2,8.82,7.5,6.45,223.28932500000002,444.86706783472096,248.0625,344,12
5,10.66,9.88,9.13,503.22629309333337,893.7307662323605,520.2847520000001,344,12
6,12.1,10.96,9.27,643.3600008,1262.7848745638828,726.7356800000001,344,12
7,11.48,10.51,9.42,594.80403304,1095.853226815812,634.040974,344,12
8,11.41,10.79,8.43,543.1415926299999,1129.5257038032257,664.1994904999999,344,12
12,10.2,9.78,7.95,415.0348379999999,823.8421814806071,487.80683999999985,344,12
13,12.62,10.66,9.79,689.2513875866665,1290.209763508021,717.040636,344,12
14,12.04,10.79,9.69,658.7947147599999,1224.35506459256,700.8730819999998,344,12
15,11.88,11.71,8.06,586.7955007200002,1356.7364354219437,814.5171540000002,344,12
16,12.58,10.82,8.88,632.55641632,1313.0985974812236,736.385396,344,12
20,12.15,10.65,12.41,840.38069025,1217.094537379565,689.0416875000001,344,12
21,14.41,11.81,9.55,850.5417721166667,1835.7194198361312,1004.9253005,344,12
22,12.94,10.54,8.8,628.1103605333334,1317.0365133653388,718.7626519999999,344,12
27,12.03,9.6,9.78,591.0906815999998,1026.2207108888151,554.3424,344,12
28,12.88,11.43,9.4,724.2163824,1476.9936384624375,841.3531560000001,344,12
29,14.4,13.39,9.6,968.707584,2213.8596675999693,1290.9031200000002,344,12
34,12.01,10.67,9.58,642.4677520066667,1199.4899812895383,683.6626444999999,344,12
35,13.07,10.65,9.86,718.2580597,1357.9171635755426,741.2160375000001,344,12
36,12.96,11.29,9.81,751.18403376,1463.4702549978595,825.967368,344,12
37,13.56,11.71,11.05,918.2422262000001,1654.4755806737078,929.7013980000003,344,12
40,13.56,11.71,11.05,918.2422262000001,1654.4755806737078,929.7013980000003,344,12
42,14.51,10.98,10.35,862.9556967,1662.800373828612,874.6657020000001,344,12
43,13.13,12.54,9.04,778.94911952,1746.9435778357665,1032.356754,344,12
47,14.19,10.15,10.35,780.13037025,1429.249803587509,730.9446375,344,12
48,13.08,10.53,10.2,735.2155511999999,1336.5636862961921,725.1610859999998,344,12
49,13.1,11.66,9.81,784.1826894000001,1560.9545348351996,890.50918,344,12
50,14.0,10.26,11.28,847.9356479999998,1423.4708542066467,736.8732,344,12
51,14.85,12.24,8.79,836.1325764,2026.2698941857589,1112.3956799999999,344,12
54,14.74,9.94,11.31,867.2111848400001,1466.4298303254436,728.1825319999999,344,12
55,14.48,12.25,10.02,930.1452439999999,1953.4057442547492,1086.4525,344,12
56,14.56,11.26,10.46,897.4491441066668,1735.7418425456617,923.013728,344,12
57,14.96,12.24,11.88,1138.4339788800003,2048.8256455871974,1120.635648,344,12
61,15.58,12.38,9.72,981.1440187200001,2214.968894531132,1193.9296760000002,344,12
62,16.0,12.49,9.93,1038.508528,2335.926191388776,1248.0008,344,12
63,16.49,13.32,10.44,1200.0622564799999,2691.676143594496,1462.8476879999998,344,12
64,17.44,14.59,13.48,1795.0231848533335,3356.125119607362,1856.2098320000002,344,12
0,7.1,7.05,4.09,107.13939049999999,292.82400969159903,176.443875,439,13
1,8.59,7.68,7.86,271.36593408,443.06460847271273,253.329408,439,13
6,8.97,8.35,7.79,305.34778495,535.9865139060281,312.7054125,439,13
7,9.84,7.86,7.86,318.14022816,562.4215479209352,303.955632,439,13
8,8.26,7.7,8.35,277.93013966666666,419.41276415173814,244.8677,439,13
13,9.46,8.08,7.47,298.81438224,552.5724528233628,308.80467200000004,439,13
14,11.32,9.84,8.69,506.57027167999996,972.0705202145759,548.0328959999999,439,13
15,8.66,7.73,7.88,276.0590576266667,452.8783541297789,258.73005700000004,439,13
16,10.61,10.22,9.2,522.0745282666666,933.651725543712,554.098762,439,13
19,11.49,11.18,7.71,518.31599118,1203.866232488854,718.081338,439,13
21,10.51,9.37,8.13,418.99732489,808.0699280880648,461.37270949999987,439,13
22,12.04,11.24,7.43,526.2111056533333,1301.7412941949692,760.552352,439,13
26,10.27,9.44,6.97,353.63367450666664,789.3127924177678,457.59833599999996,439,13
27,12.0,11.21,9.06,637.813128,1290.0774161044183,753.9846000000001,439,13
28,13.0,10.61,7.93,572.4140976666667,1339.4410015181968,731.7186499999999,439,13
29,11.46,9.96,9.22,550.7484388800002,1008.3270516971912,568.4251680000001,439,13
30,11.42,9.7,9.98,578.5578321333332,964.0337576791488,537.2538999999999,439,13
33,13.22,11.4,9.0,709.83468,1529.818626314456,859.0356,439,13
34,14.78,12.64,11.15,1090.1211685333333,2111.386530437478,1180.6973440000002,439,13
35,13.89,11.82,11.39,978.63747918,1739.4624902705084,970.302618,439,13
36,14.16,13.0,10.17,979.7289840000001,2065.120477527604,1196.52,439,13
40,16.35,13.8,15.53,1833.777741,2802.4040357597055,1556.8470000000004,439,13
0,5.5,5.22,4.24,63.70557599999999,127.19946169384527,74.9331,448,14
1,8.2,7.6,4.5,146.76359999999997,406.7959791681201,236.81599999999997,448,14
6,7.19,6.89,5.12,132.73836714666666,288.30863708547247,170.6621995,448,14
7,7.16,6.93,5.14,133.47126408,289.00467631218214,171.92914199999998,448,14
8,6.44,6.21,6.56,137.29657536,209.1229448376051,124.176402,448,14
13,7.05,6.18,6.3,143.64699299999998,237.79453682533483,134.62821,448,14
14,7.21,5.97,5.15,116.00994545,233.50698611490546,128.48544449999997,448,14
15,7.87,7.73,7.04,224.13273109333335,392.34382708848744,235.12766150000002,448,14
16,7.3,7.22,6.8,187.5630853333333,316.39205637973816,190.26865999999998,448,14
19,7.7,7.49,6.57,198.2970759,362.15484439445447,215.98538500000004,448,14
21,8.96,8.64,7.73,313.1696332800001,563.2070893760704,334.43020800000005,448,14
22,8.65,7.8,7.74,273.29398199999997,458.24902528961644,263.133,448,14
26,7.27,7.16,6.26,170.5297534133333,310.5321959033277,186.35045599999998,448,14
27,8.1,7.5,8.17,259.74472499999996,391.5208618803943,227.8125,448,14
28,9.87,8.81,6.19,281.68395367,670.4634018230553,383.03545349999996,448,14
29,7.53,7.51,6.24,184.67065968,351.63156570974564,212.3463765,448,14
30,8.77,8.31,6.0,228.83911799999998,514.4419909948239,302.81099850000004,448,14
33,9.22,8.747,6.95,293.3278168033333,598.8534501924684,352.71114149,448,14
34,9.89,9.49,9.36,459.74472024,751.8466010046099,445.34719450000006,448,14
35,9.99,8.95,7.41,346.72497795,699.0661445490352,400.11198749999994,448,14
36,11.39,10.78,7.95,510.8436641,1124.991424722854,661.806838,448,14
40,11.47,11.21,7.91,532.2601005633334,1205.5605567367415,720.6836135000002,448,14
41,11.77,11.76,12.57,910.53671016,1346.5148938445368,813.8813759999999,448,14
42,12.58,10.98,11.69,845.03732124,1342.3320401007009,758.3249160000001,448,14
43,12.3,11.6,11.87,886.323404,1409.224339912508,827.5440000000001,448,14
44,13.65,13.19,11.0,1036.450415,1997.5683808505257,1187.3868825,448,14
47,16.19,14.08,16.33,1948.1127377066666,2845.8351550918705,1604.8046080000001,448,14
0,5.44,4.92,3.59,50.284814080000004,114.49367311031136,65.841408,489,15
1,5.87,4.97,4.41,67.33044381,130.29484081148738,72.4971415,489,15
5,4.0,4.0,4.0,33.49333333333333,52.91946666666665,32.0,489,15
6,4.76,4.61,4.19,48.11719462666667,84.99576788043342,50.579998,489,15
7,5.3,4.57,4.74,60.0826126,98.56519583991225,55.344985,489,15
8,4.4,4.06,4.0,37.39530666666667,62.43146839984336,36.26391999999999,489,15
9,4.0,3.0,3.0,18.84,34.372201866042865,18.0,489,15
12,4.0,4.0,4.0,33.49333333333333,52.91946666666665,32.0,489,15
13,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
14,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
15,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
19,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
20,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
21,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
22,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
23,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
26,4.29,4.14,4.0,37.178855999999996,61.89020690761686,36.764441999999995,489,15
27,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
28,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
29,4.86,4.76,4.5,54.479628,92.00264595027802,55.057968,489,15
34,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,489,15
35,5.45,5.09,4.54,65.90957863333334,120.81112028307585,70.5995725,489,15
36,5.05,4.89,4.49,58.02631295,101.46957480111087,60.37805249999999,489,15
37,4.95,4.84,4.58,57.424131599999996,96.96417919925668,57.97836,489,15
41,4.8,4.33,4.5,48.94631999999999,78.34822921766121,44.99735999999999,489,15
42,5.98,5.45,4.75,81.01579416666667,153.84451394827502,88.81047500000001,489,15
43,6.15,5.72,5.1,93.89008199999999,172.5210932224271,100.60907999999999,489,15
44,6.58,5.64,5.63,109.34320263999999,186.93601527566562,104.653584,489,15
47,7.08,6.59,6.49,158.46806931999998,263.5199461448759,153.735474,489,15
48,8.54,8.06,5.62,202.4452660533333,472.1987720729283,277.39457200000004,489,15
49,7.18,6.72,5.08,128.27316992,277.1252261859959,162.11865599999996,489,15
50,8.01,7.72,6.03,195.13965204,402.0779058164564,238.69159199999999,489,15
54,9.56,9.21,6.98,321.6261431200001,683.1432292944672,405.4591980000001,489,15
55,10.7,10.22,8.46,484.1538996,945.5565227316489,558.79894,489,15
56,9.49,8.46,7.49,314.70003474000004,594.8265539546484,339.6072420000001,489,15
57,9.81,9.46,6.67,323.93984898,739.2233904063413,438.9562980000001,489,15
58,12.17,10.82,7.72,532.0023332533334,1249.430902164889,712.385554,489,15
61,12.38,12.05,7.88,615.1943054666668,1506.5967353957785,898.8034750000002,489,15
62,13.67,12.77,9.09,830.42744289,1907.104989535033,1114.6032715,489,15
63,15.45,14.54,9.96,1170.9291732,2784.0358287803565,1633.1546099999996,489,15
64,14.07,13.33,11.14,1093.42206946,2123.8402883087388,1250.0414114999999,489,15
68,16.57,14.87,12.83,1654.3924177633332,3198.0533181492924,1831.9535165,489,15
69,17.56,14.28,13.05,1712.5435655999997,3283.330213874527,1790.4035519999998,489,15
0,5.0,4.75,4.5,55.93125,95.70417978811025,56.40625,547,16
1,5.81,5.33,5.19,84.11028353,142.49200477511246,82.52785449999999,547,16
5,4.57,4.05,4.6,44.556129,65.84037860735937,37.479712500000005,547,16
6,4.5,4.38,4.5,46.41705,72.35447906671133,43.1649,547,16
7,5.99,5.29,4.88,80.92462845333333,147.4888625402558,83.8123795,547,16
8,5.73,5.03,4.79,72.24977819,127.94384413869585,72.48707850000001,547,16
9,4.0,3.0,3.0,18.84,34.372201866042865,18.0,547,16
12,4.5,4.0,4.0,37.68,63.14576693080855,36.0,547,16
13,4.5,4.23,4.5,44.827425000000005,68.66964565341985,40.25902500000001,547,16
14,4.82,3.81,4.5,43.247691,65.07190267629372,34.983801,547,16
15,6.01,5.72,5.0,89.95367333333331,166.66378317246622,98.31879199999999,547,16
19,7.8,7.72,5.24,165.1283296,386.3699477460263,232.43375999999998,547,16
20,6.1,5.83,6.51,121.15958469999998,175.36102257691405,103.666145,547,16
21,6.9,6.0,6.94,150.36204,220.26018330949827,124.2,547,16
22,6.12,4.89,5.48,85.82607216000001,135.37108398635792,73.17102599999998,547,16
23,6.43,6.41,6.81,146.89077157,218.79580366548302,132.0982415,547,16
26,7.49,7.16,6.74,189.16166770666666,324.73398695048127,191.989672,547,16
27,7.05,6.21,6.68,153.0507906,239.5281500974376,135.93845249999998,547,16
28,7.89,7.32,7.51,226.98984012000003,362.92560631389756,211.38256800000002,547,16
29,8.26,8.08,7.44,259.86197888,450.84016160630534,269.632832,547,16
34,10.17,10.01,8.38,446.45474874,849.3135056984181,509.51750849999996,547,16
35,11.49,11.29,9.97,676.8423530299999,1221.6771206495118,732.2812544999999,547,16
36,10.53,10.43,8.92,512.6912809199999,951.7097182299877,572.7524984999999,547,16
37,7.98,7.31,8.85,270.17299469999995,368.3968322101504,213.210039,547,16
41,9.13,8.5,9.96,404.508302,565.2883556208114,329.82125,547,16
42,10.76,10.5,9.79,578.845498,992.9739157533617,593.145,547,16
43,12.27,10.62,9.79,667.6212767399998,1229.9546644739216,691.9322939999998,547,16
44,12.12,11.37,10.46,754.35047256,1337.6118618973744,783.4180139999999,547,16
47,11.79,11.04,11.68,795.6171187199999,1227.890961046165,718.4920319999998,547,16
48,13.85,11.92,11.67,1008.2663715999998,1753.979559362114,983.94832,547,16
49,11.2,10.46,9.41,576.9228341333333,1048.4797461069652,612.70496,547,16
50,12.51,12.06,10.72,846.40418208,1532.295093297698,909.749718,547,16
54,12.92,12.07,10.48,855.2822599466667,1610.2383297551357,941.124454,547,16
55,13.28,11.83,11.08,910.9635031466665,1628.2073621655143,929.260696,547,16
56,14.93,13.69,10.36,1108.1572929466663,2416.1860269690383,1399.0611865,547,16
57,14.38,13.56,10.95,1117.4062404,2251.4553986705027,1322.0511840000001,547,16
58,14.84,13.7,10.34,1100.1538034666664,2396.995323832857,1392.6597999999997,547,16
61,14.99,13.94,10.63,1162.4547831533332,2497.6529600219037,1456.455382,547,16
62,14.71,12.05,10.02,929.4923909,1951.3495118509704,1067.9643875000002,547,16
63,16.37,15.75,12.77,1723.05258825,3423.1768852979762,2030.3915625000002,547,16
0,5.57,5.4,4.92,77.4448344,136.39828731584927,81.21060000000001,587,17
1,1.0,1.0,1.0,0.5233333333333333,0.8268666666666666,0.5,587,17
2,1.0,1.0,1.0,0.5233333333333333,0.8268666666666666,0.5,587,17
3,0.0,0.0,0.0,0.0,0.0,0.0,587,17
6,0.0,0.0,0.0,0.0,0.0,0.0,587,17
7,0.0,0.0,0.0,0.0,0.0,0.0,587,17
8,0.0,0.0,0.0,0.0,0.0,0.0,587,17
9,0.0,0.0,0.0,0.0,0.0,0.0,587,17
13,0.0,0.0,0.0,0.0,0.0,0.0,587,17
14,0.0,0.0,0.0,0.0,0.0,0.0,587,17
15,0.0,0.0,0.0,0.0,0.0,0.0,587,17
16,0.0,0.0,0.0,0.0,0.0,0.0,587,17
17,0.0,0.0,0.0,0.0,0.0,0.0,587,17
20,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,587,17
21,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,587,17
22,5.3,5.25,5.2,75.72109999999999,121.36354235994087,73.04062499999999,587,17
23,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,587,17
28,5.0,5.0,5.0,65.41666666666667,103.35833333333328,62.5,587,17
29,5.64,5.5,5.0,81.169,142.85589778067546,85.30499999999999,587,17
30,5.52,5.47,3.25,51.35564199999999,137.19083226253824,82.58168399999998,587,17
31,5.95,5.89,4.74,86.93386729999999,171.54729540829254,103.2089975,587,17
34,6.09,5.77,4.57,84.04032119,172.23648083474725,101.37688049999998,587,17
35,6.32,5.72,5.03,95.16110794666666,179.72361489832713,103.39014399999999,587,17
36,7.78,7.55,4.16,127.87871893333333,372.24194398062065,221.739725,587,17
37,7.81,6.36,5.22,135.69287688,289.466099370563,157.955688,587,17
41,9.28,8.68,5.55,233.9586368,597.7740208261445,349.588736,587,17
42,9.0,6.57,6.3,194.95161,375.96490169616806,194.24205,587,17
43,9.16,7.28,4.86,169.60612032000006,450.27285302629275,242.732672,587,17
44,8.98,8.88,5.85,244.13135760000003,588.8022193642523,354.0562560000001,587,17
45,9.44,9.15,5.57,251.78316080000002,663.7814587400416,395.1702,587,17
48,11.18,9.81,7.31,419.57208462,949.7333772596703,537.959799,587,17
49,11.66,10.13,7.54,466.0770724133334,1061.4449577289581,598.2565270000001,587,17
50,15.55,12.19,7.17,711.26535035,2157.9264244396613,1155.3346775,587,17
51,17.58,13.84,10.6,1349.7061407999997,3138.1082883107924,1683.685824,587,17
55,13.6,13.29,7.27,687.6646471999998,2009.2377010946927,1201.0438799999997,587,17
56,19.14,15.01,12.13,1823.7353835800002,4026.4232314854576,2156.121957,587,17
0,5.19,4.78,4.5,58.423311000000005,102.17116991954667,59.29159800000001,642,18
3,4.33,4.0,4.0,36.25653333333333,59.60151733763667,34.64,642,18
4,5.65,5.21,5.66,87.19287543333334,132.05800780408717,76.68208249999999,642,18
5,4.82,4.73,4.32,51.543074880000006,90.01144902068275,53.918689000000015,642,18
6,6.01,5.55,5.45,95.13544525,159.2893233188205,92.56151249999999,642,18
11,6.04,5.79,6.23,114.02023892000001,171.00497215819186,101.24278199999999,642,18
12,6.28,6.04,6.85,135.97703013333336,193.16585387317627,114.55222400000001,642,18
13,8.29,8.26,7.14,255.86517963999995,468.529943294376,282.80340199999995,642,18
14,7.04,6.03,5.77,128.18705856,228.7022522637421,127.990368,642,18
18,6.59,6.07,6.62,138.58317047333333,209.19275676763993,121.4039455,642,18
19,7.65,7.21,7.29,210.42756315,338.71196194710456,198.8391825,642,18
20,7.6,7.43,7.18,212.18039226666664,350.86422903329867,209.77861999999996,642,18
21,7.35,7.24,7.04,196.0545664,320.9773170265481,192.63468,642,18
24,9.12,8.98,8.51,364.73642144,612.8331465774825,367.72022400000003,642,18
25,9.27,8.98,8.81,383.80477794,628.014383939897,373.76825400000007,642,18
26,9.03,8.87,7.95,333.2398240499999,592.7240371767548,355.22620349999994,642,18
27,10.84,10.76,7.73,471.8450954133333,1041.5924300894992,627.514592,642,18
31,10.28,9.63,9.59,496.83983244,814.450299459432,476.66766600000005,642,18
32,12.03,11.79,9.65,716.2838239499999,1396.7048245216758,836.1096614999999,642,18
33,12.7,10.99,9.65,704.8669121666667,1363.4449406166486,766.953635,642,18
34,12.19,11.19,10.95,781.6751560499998,1317.3044922914164,763.1921294999999,642,18
35,11.49,11.17,10.43,700.54479061,1202.251388582565,716.7973305,642,18
38,12.59,12.37,9.97,812.5853453566665,1607.047188133713,963.2413855,642,18
39,12.75,12.35,9.43,777.0826862499999,1633.8086768748144,972.3309374999999,642,18
40,12.39,10.77,11.04,770.96467728,1274.5767707092848,718.5760154999999,642,18
41,12.91,12.22,10.43,861.1130170066666,1638.4442059207142,963.9148220000001,642,18
45,14.37,13.74,11.07,1143.8511665399997,2294.038678013399,1356.4389059999999,642,18
46,13.8,13.27,11.79,1129.9057326,2049.0874741955226,1215.04101,642,18
47,14.04,13.51,12.95,1285.4956842,2160.07668764136,1281.291102,642,18
48,15.67,15.53,12.23,1557.5618702033332,3139.0350351452366,1889.6523515,642,18
49,16.17,14.74,15.03,1874.75655906,3042.613163007545,1756.6085460000004,642,18
0,5.53,4.77,3.17,43.76038863,112.02133658592189,62.911768499999994,668,19
1,4.78,4.73,4.5,53.24513700000001,88.89330241268537,53.47123100000002,668,19
2,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
3,5.0,4.8,4.5,56.519999999999996,97.21926809516727,57.599999999999994,668,19
6,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
7,4.89,4.77,3.88,47.36279915999999,93.1486021330239,55.63084049999999,668,19
8,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
9,0.0,0.0,0.0,0.0,0.0,0.0,668,19
13,0.0,0.0,0.0,0.0,0.0,0.0,668,19
14,0.0,0.0,0.0,0.0,0.0,0.0,668,19
15,0.0,0.0,0.0,0.0,0.0,0.0,668,19
16,0.0,0.0,0.0,0.0,0.0,0.0,668,19
17,0.0,0.0,0.0,0.0,0.0,0.0,668,19
20,0.0,0.0,0.0,0.0,0.0,0.0,668,19
21,0.0,0.0,0.0,0.0,0.0,0.0,668,19
22,0.0,0.0,0.0,0.0,0.0,0.0,668,19
23,0.0,0.0,0.0,0.0,0.0,0.0,668,19
28,0.0,0.0,0.0,0.0,0.0,0.0,668,19
29,2.0,2.0,2.0,4.1866666666666665,6.614933333333331,4.0,668,19
30,2.0,2.0,2.0,4.1866666666666665,6.614933333333331,4.0,668,19
31,1.0,1.0,1.0,0.5233333333333333,0.8268666666666666,0.5,668,19
34,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
35,2.0,2.0,2.0,4.1866666666666665,6.614933333333331,4.0,668,19
36,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
37,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
41,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
42,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
43,3.0,3.0,3.0,14.129999999999999,22.3254,13.5,668,19
44,4.87,4.86,3.74,46.32497892000001,95.21016775481071,57.513726000000005,668,19
45,4.0,4.0,4.0,33.49333333333333,52.91946666666665,32.0,668,19
48,6.26,4.78,5.54,86.75417661333334,135.3439444538027,71.51549200000001,668,19
49,9.36,7.77,5.0,190.30283999999997,512.8386944905507,282.545172,668,19
50,6.3,5.9,5.21,101.34648299999999,187.38047101239172,109.6515,668,19
51,7.3,6.83,6.59,171.95205723333333,291.10578118259076,170.268485,668,19
55,10.72,7.66,6.37,273.74196789333337,615.2771931451379,314.50121600000006,668,19
56,10.55,7.91,7.58,331.03700676666665,630.3458520623909,330.04672750000003,668,19
57,8.54,8.18,7.25,265.04985966666663,482.78330802426706,285.7159479999999,668,19
58,12.4,7.19,7.7,359.2689613333333,696.0835138131441,320.5158200000001,668,19
59,11.49,7.52,7.93,358.5828001599999,664.1134693582916,324.882048,668,19
62,11.84,9.07,8.04,451.84911487999995,920.1824983157697,487.0082080000001,668,19
63,14.23,11.67,7.66,665.70669314,1769.4940996931346,968.9840234999999,668,19
64,14.63,10.08,11.93,920.7117796800001,1480.7876101753968,743.2508160000001,668,19
65,15.85,9.96,10.63,878.2138202000002,1640.0926868786548,786.1726800000001,668,19
69,18.45,12.86,11.7,1452.7858409999997,3021.9793563119756,1525.6268099999998,668,19
70,17.28,13.43,13.84,1680.8704358399998,2923.244295508684,1558.352736,668,19
